pathway,train_roc_auc_score,validation_roc_auc_score,train_gradient_boosting_roc_auc_score,validation_gradient_boosting_roc_auc_score
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,0.714913177,0.591823899,0.697548519,0.577987421
GO_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.726353422,0.572327044,0.715015322,0.489308176
GO_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS,0.6453524,0.48490566,0.652911134,0.48490566
GO_HEART_MORPHOGENESIS,0.866700715,0.493081761,0.945556691,0.537735849
GO_RAS_PROTEIN_SIGNAL_TRANSDUCTION,0.829519918,0.613207547,0.894790603,0.588050314
GO_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT,0.773442288,0.57672956,0.74392237,0.573584906
GO_REGULATION_OF_HORMONE_SECRETION,0.857916241,0.591823899,0.889581205,0.606289308
GO_REGULATION_OF_CALCIUM_ION_TRANSPORT,0.867824311,0.601257862,0.937589377,0.494339623
GO_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,0.912257406,0.566037736,0.942594484,0.530188679
GO_TERPENOID_METABOLIC_PROCESS,0.858937692,0.558490566,0.90102145,0.554716981
GO_CELL_PROLIFERATION,0.910418795,0.533962264,0.967517875,0.567295597
GO_REGULATION_OF_LIPID_KINASE_ACTIVITY,0.807967314,0.599371069,0.823186925,0.683018868
GO_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,0.642798774,0.526415094,0.642594484,0.50754717
GO_LYSOSOME_LOCALIZATION,0.674361593,0.518867925,0.672522983,0.513836478
GO_VITAMIN_D_METABOLIC_PROCESS,0.65505618,0.558490566,0.645454545,0.573584906
GO_REGULATION_OF_FIBROBLAST_PROLIFERATION,0.83258427,0.564779874,0.85587334,0.501886792
GO_CELL_AGGREGATION,0.734116445,0.574842767,0.741879469,0.642767296
GO_RESPONSE_TO_HORMONE,0.890704801,0.626415094,0.982022472,0.635849057
GO_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,0.653932584,0.602515723,0.670684372,0.566037736
GO_REGULATION_OF_HEXOKINASE_ACTIVITY,0.61011236,0.421383648,0.609908069,0.423899371
GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND,0.670173647,0.58490566,0.676404494,0.519496855
GO_CATECHOLAMINE_BIOSYNTHETIC_PROCESS,0.716343207,0.578616352,0.667926456,0.466666667
GO_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY,0.71195097,0.544654088,0.752706844,0.623899371
GO_EMBRYONIC_PATTERN_SPECIFICATION,0.813381001,0.570440252,0.840755873,0.590566038
GO_RESPONSE_TO_PROTOZOAN,0.646578141,0.55408805,0.654954035,0.581761006
GO_MULTIVESICULAR_BODY_ORGANIZATION,0.551991828,0.504402516,0.549131767,0.503144654
GO_REGULATION_OF_CELL_GROWTH,0.909295199,0.553459119,0.958835546,0.482389937
GO_CENTROSOME_CYCLE,0.749846782,0.556603774,0.76557712,0.520125786
GO_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR,0.831869254,0.550314465,0.865372829,0.520125786
GO_PROTEIN_CARBOXYLATION,0.647395301,0.598742138,0.637385087,0.581132075
GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.633707865,0.544654088,0.610418795,0.490566038
GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.589376915,0.525786164,0.589581205,0.525786164
GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_ASSEMBLY,0.601123596,0.542138365,0.601123596,0.53836478
GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,0.665168539,0.456603774,0.655362615,0.455345912
GO_LEARNING,0.860674157,0.561006289,0.924106231,0.489937107
GO_CILIUM_ORGANIZATION,0.875995914,0.51509434,0.931460674,0.446540881
GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY,0.819305414,0.574842767,0.833707865,0.583018868
GO_REGULATION_OF_RESPONSE_TO_FOOD,0.635137896,0.479245283,0.627170582,0.496855346
GO_CHONDROCYTE_DIFFERENTIATION,0.825944842,0.691823899,0.882226762,0.562264151
GO_REGULATION_OF_CELLULAR_LOCALIZATION,0.895812053,0.644654088,0.979570991,0.618867925
GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,0.772216547,0.562893082,0.772216547,0.52327044
GO_OVULATION,0.712563841,0.573584906,0.703166496,0.555974843
GO_NEGATIVE_REGULATION_OF_TOR_SIGNALING,0.695505618,0.474213836,0.703677222,0.455974843
GO_SUBSTANTIA_NIGRA_DEVELOPMENT,0.73360572,0.636477987,0.707048008,0.506918239
GO_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA_,0.631460674,0.516352201,0.639632278,0.513836478
GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.708171604,0.46918239,0.67773238,0.53836478
GO_PREPULSE_INHIBITION,0.718386108,0.659119497,0.693667007,0.52327044
GO_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT,0.594688458,0.555345912,0.604290092,0.510062893
GO_MIDDLE_EAR_MORPHOGENESIS,0.63340143,0.468553459,0.63340143,0.351572327
GO_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS,0.636772217,0.489308176,0.637180797,0.456603774
GO_JNK_CASCADE,0.801940756,0.548427673,0.864555669,0.458490566
GO_RESPONSE_TO_SALT_STRESS,0.601736466,0.522641509,0.602145046,0.535220126
GO_ENDODERMAL_CELL_DIFFERENTIATION,0.803472932,0.610062893,0.835137896,0.513836478
GO_PROTEIN_KINASE_B_SIGNALING,0.739632278,0.450943396,0.731460674,0.406918239
GO_SOMITOGENESIS,0.793462717,0.586163522,0.802553626,0.446540881
GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT,0.926864147,0.570440252,0.986516854,0.544654088
GO_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,0.823391216,0.608176101,0.823391216,0.568553459
GO_NEGATIVE_REGULATION_OF_PROTEIN_ACTIVATION_CASCADE,0.674157303,0.470440252,0.674157303,0.539622642
GO_TRICARBOXYLIC_ACID_METABOLIC_PROCESS,0.720735444,0.516981132,0.7226762,0.479245283
GO_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS,0.633094995,0.469811321,0.632686415,0.527672956
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS,0.696424923,0.614465409,0.70020429,0.602515723
GO_HEMATOPOIETIC_STEM_CELL_PROLIFERATION,0.661082737,0.487421384,0.653932584,0.486163522
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.861184883,0.508176101,0.91072523,0.510062893
GO_RENAL_TUBULE_DEVELOPMENT,0.841062308,0.647798742,0.87671093,0.582389937
GO_CARDIAC_VENTRICLE_MORPHOGENESIS,0.83442288,0.535220126,0.850459653,0.498742138
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,0.738100102,0.496855346,0.79918284,0.362264151
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION,0.786823289,0.532075472,0.782124617,0.391194969
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS,0.692951992,0.604402516,0.684984678,0.603144654
GO_MACROMOLECULAR_COMPLEX_ASSEMBLY,0.915832482,0.621383648,0.97854954,0.6
GO_PROTEIN_STABILIZATION,0.833912155,0.636477987,0.870377937,0.551572327
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_SECRETION,0.620837589,0.522641509,0.628396323,0.520125786
GO_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,0.647497446,0.467295597,0.638917263,0.468553459
GO_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION,0.837487232,0.534591195,0.884984678,0.527044025
GO_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY,0.641266599,0.590566038,0.641266599,0.56918239
GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS,0.821348315,0.562893082,0.874872319,0.575471698
GO_MATURATION_OF_LSU_RRNA,0.518181818,0.490566038,0.518181818,0.490566038
GO_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION,0.59897855,0.527672956,0.598774259,0.467295597
GO_REGULATION_OF_SYNAPSE_ORGANIZATION,0.853115424,0.642767296,0.924923391,0.637106918
GO_MUSCLE_ADAPTATION,0.699693565,0.613207547,0.715321757,0.556603774
GO_INTERFERON_GAMMA_PRODUCTION,0.597548519,0.64591195,0.596118488,0.632704403
GO_OPTIC_NERVE_DEVELOPMENT,0.672012257,0.530188679,0.665270684,0.531446541
GO_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.852911134,0.443396226,0.891215526,0.542767296
GO_REGULATION_OF_KERATINOCYTE_PROLIFERATION,0.71031665,0.513207547,0.726659857,0.53836478
GO_GAS_TRANSPORT,0.644841675,0.435849057,0.644841675,0.442138365
GO_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.752298264,0.530188679,0.759244127,0.525157233
GO_REGULATION_OF_MAST_CELL_ACTIVATION,0.720939734,0.579874214,0.73340143,0.491194969
GO_MIDBRAIN_DEVELOPMENT,0.815219612,0.616981132,0.830030644,0.610062893
GO_NEURON_FATE_SPECIFICATION,0.717364658,0.468553459,0.722369765,0.551572327
GO_ORGANIC_ACID_CATABOLIC_PROCESS,0.8453524,0.561006289,0.895199183,0.527044025
GO_REPRODUCTIVE_BEHAVIOR,0.730745659,0.552201258,0.750561798,0.557861635
GO_ESTABLISHMENT_OF_TISSUE_POLARITY,0.715321757,0.596226415,0.689172625,0.552201258
GO_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,0.884167518,0.613836478,0.918794688,0.555974843
GO_CELL_SEPARATION_AFTER_CYTOKINESIS,0.53381001,0.427672956,0.53381001,0.427672956
GO_REGULATION_OF_GLUCOSE_IMPORT_IN_RESPONSE_TO_INSULIN_STIMULUS,0.605413687,0.621383648,0.605617978,0.621383648
GO_AMIDE_BIOSYNTHETIC_PROCESS,0.851787538,0.597484277,0.909601634,0.471069182
GO_POSITIVE_REGULATION_OF_EXOCYTOSIS,0.828089888,0.589308176,0.823493361,0.470440252
GO_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET,0.746373851,0.574842767,0.742492339,0.652830189
GO_CHEMOSENSORY_BEHAVIOR,0.717262513,0.425786164,0.719509704,0.447169811
GO_PROTEIN_KINASE_C_SIGNALING,0.692543412,0.496855346,0.700510725,0.452830189
GO_GLUCOSE_IMPORT,0.664453524,0.462893082,0.650357508,0.47672956
GO_SISTER_CHROMATID_COHESION,0.819509704,0.525157233,0.852808989,0.495597484
GO_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,0.881613892,0.486792453,0.933503575,0.410691824
GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING,0.751481103,0.464150943,0.742900919,0.466666667
GO_HEPATOCYTE_APOPTOTIC_PROCESS,0.616036772,0.579874214,0.616036772,0.519496855
GO_TETRAHYDROFOLATE_METABOLIC_PROCESS,0.606537283,0.571698113,0.606537283,0.570440252
GO_ORGAN_MORPHOGENESIS,0.91215526,0.606289308,0.984882533,0.564150943
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,0.925434116,0.624528302,0.984473953,0.50754717
GO_REGULATION_OF_NECROTIC_CELL_DEATH,0.560469867,0.581761006,0.560469867,0.581761006
GO_CELLULAR_RESPONSE_TO_CAMP,0.829009193,0.549056604,0.847803882,0.625157233
GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME,0.759550562,0.535220126,0.76639428,0.559748428
GO_POSTSYNAPTIC_MEMBRANE_ORGANIZATION,0.759448417,0.675471698,0.726966292,0.616352201
GO_CARNITINE_METABOLIC_PROCESS,0.592134831,0.506918239,0.575587334,0.446540881
GO_CYTOPLASMIC_TRANSLATIONAL_INITIATION,0.584371808,0.566666667,0.584371808,0.564150943
GO_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY,0.731971399,0.562264151,0.68845761,0.529559748
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.855362615,0.459119497,0.881409602,0.475471698
GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.808478039,0.535220126,0.872114402,0.476100629
GO_CILIUM_MOVEMENT,0.807252298,0.574213836,0.787742594,0.488679245
GO_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS,0.769662921,0.674213836,0.813278856,0.671069182
GO_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.639427988,0.455345912,0.639632278,0.456603774
GO_REGULATION_OF_RESPONSE_TO_WOUNDING,0.90081716,0.571069182,0.963023493,0.485534591
GO_POSITIVE_T_CELL_SELECTION,0.742390194,0.547169811,0.710418795,0.486792453
GO_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE,0.559754852,0.528301887,0.559754852,0.528301887
GO_POSITIVE_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS,0.545045965,0.536477987,0.545045965,0.536477987
GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,0.768232891,0.657861635,0.780286006,0.625157233
GO_REGULATION_OF_HEART_RATE,0.851685393,0.508805031,0.894994893,0.553459119
GO_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR,0.67752809,0.549685535,0.65546476,0.460377358
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.812563841,0.632704403,0.902553626,0.488679245
GO_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS,0.782737487,0.549685535,0.791317671,0.561006289
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND,0.755771195,0.527044025,0.784576098,0.505660377
GO_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS,0.637793667,0.412578616,0.637589377,0.413836478
GO_REGULATION_OF_B_CELL_DIFFERENTIATION,0.688355465,0.539622642,0.67875383,0.505660377
GO_TRANSCRIPTION_FROM_MITOCHONDRIAL_PROMOTER,0.56680286,0.425157233,0.56680286,0.425157233
GO_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE,0.669458631,0.608176101,0.673748723,0.596855346
GO_MRNA_3_END_PROCESSING,0.721552605,0.548427673,0.731971399,0.577987421
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS,0.703779367,0.538993711,0.683043922,0.496855346
GO_REGULATION_OF_CERAMIDE_BIOSYNTHETIC_PROCESS,0.556690501,0.466037736,0.556690501,0.463522013
GO_REGULATION_OF_LIPASE_ACTIVITY,0.8340143,0.537106918,0.878855975,0.531446541
GO_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION,0.607660878,0.567924528,0.600102145,0.580503145
GO_INNATE_IMMUNE_RESPONSE,0.904902962,0.56163522,0.958937692,0.420125786
GO_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS,0.639121553,0.558490566,0.608478039,0.526415094
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.904494382,0.659119497,0.983248212,0.652830189
GO_DIGESTIVE_TRACT_MORPHOGENESIS,0.827477017,0.640880503,0.84433095,0.594339623
GO_SPERM_EGG_RECOGNITION,0.794075587,0.503144654,0.804596527,0.450314465
GO_GALACTOSE_METABOLIC_PROCESS,0.6,0.51572327,0.6,0.450314465
GO_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR,0.590704801,0.51572327,0.584167518,0.53081761
GO_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS,0.526149132,0.574842767,0.523493361,0.605031447
GO_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.719816139,0.566666667,0.719305414,0.553459119
GO_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.702451481,0.505660377,0.730030644,0.425157233
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_I_PROMOTER,0.665372829,0.501257862,0.664657814,0.508805031
GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,0.72226762,0.522012579,0.720122574,0.489308176
GO_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,0.73340143,0.511320755,0.73340143,0.570440252
GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.692032686,0.413836478,0.674259448,0.405031447
GO_GLYOXYLATE_METABOLIC_PROCESS,0.715015322,0.603144654,0.71052094,0.600628931
GO_RELAXATION_OF_MUSCLE,0.701123596,0.650943396,0.697854954,0.66918239
GO_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,0.824310521,0.605031447,0.888355465,0.605660377
GO_CELLULAR_ANION_HOMEOSTASIS,0.691521961,0.598113208,0.668437181,0.594339623
GO_TOXIN_METABOLIC_PROCESS,0.590909091,0.489308176,0.590909091,0.489308176
GO_COVALENT_CHROMATIN_MODIFICATION,0.885801839,0.503144654,0.961184883,0.469811321
GO_REGULATION_OF_N_METHYL_D_ASPARTATE_SELECTIVE_GLUTAMATE_RECEPTOR_ACTIVITY,0.766905005,0.556603774,0.75566905,0.542767296
GO_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.839836568,0.527044025,0.892645557,0.455345912
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST,0.649540347,0.598742138,0.650970378,0.506918239
GO_DNA_DEMETHYLATION,0.674974464,0.593710692,0.664147089,0.610062893
GO_POST_EMBRYONIC_MORPHOGENESIS,0.773135853,0.435849057,0.749233912,0.43081761
GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,0.858631256,0.649056604,0.91011236,0.632075472
GO_POSITIVE_REGULATION_OF_RECEPTOR_ACTIVITY,0.787129724,0.677987421,0.865168539,0.640880503
GO_FC_RECEPTOR_SIGNALING_PATHWAY,0.787538304,0.628930818,0.885291113,0.48490566
GO_NEGATIVE_REGULATION_OF_HOMEOSTATIC_PROCESS,0.832175689,0.563522013,0.880490296,0.628930818
GO_APPENDAGE_DEVELOPMENT,0.878447395,0.666666667,0.958222676,0.571698113
GO_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.727170582,0.438993711,0.735852911,0.374842767
GO_REGULATION_OF_MITOCHONDRIAL_FISSION,0.688968335,0.620754717,0.675485189,0.555345912
GO_NEUTRAL_LIPID_CATABOLIC_PROCESS,0.720122574,0.51509434,0.738100102,0.540251572
GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION,0.69938713,0.533333333,0.693667007,0.474213836
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION,0.565883555,0.511320755,0.565883555,0.448427673
GO_REGULATION_OF_CHEMOKINE_PRODUCTION,0.761593463,0.510062893,0.795709908,0.493081761
GO_PROTEIN_AUTOUBIQUITINATION,0.736057201,0.455974843,0.694279877,0.419496855
GO_PORE_COMPLEX_ASSEMBLY,0.701634321,0.501257862,0.701634321,0.501257862
GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION,0.771399387,0.462893082,0.792849847,0.377358491
GO_NEGATIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,0.716241062,0.476100629,0.720531154,0.472955975
GO_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,0.878243105,0.650314465,0.96680286,0.534591195
GO_4_HYDROXYPROLINE_METABOLIC_PROCESS,0.517466803,0.5,0.517466803,0.5
GO_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,0.854443309,0.620754717,0.88886619,0.616352201
GO_ANION_HOMEOSTASIS,0.781103166,0.501257862,0.807660878,0.494968553
GO_LIPOPROTEIN_BIOSYNTHETIC_PROCESS,0.725331971,0.589308176,0.713074566,0.519496855
GO_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE,0.633299285,0.680503145,0.633912155,0.680503145
GO_CELLULAR_POTASSIUM_ION_HOMEOSTASIS,0.717058223,0.462893082,0.694177732,0.437735849
GO_PROTEIN_MANNOSYLATION,0.605209397,0.633333333,0.607252298,0.522641509
GO_REGULATION_OF_FATTY_ACID_TRANSPORT,0.734729316,0.613836478,0.759856997,0.647798742
GO_HORMONE_BIOSYNTHETIC_PROCESS,0.779673136,0.522641509,0.793156282,0.48490566
GO_ELECTRON_TRANSPORT_CHAIN,0.722369765,0.600628931,0.727477017,0.642138365
GO_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP,0.672522983,0.460377358,0.672522983,0.472955975
GO_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,0.76578141,0.612578616,0.817466803,0.560377358
GO_EXTRACELLULAR_REGULATION_OF_SIGNAL_TRANSDUCTION,0.711235955,0.491194969,0.674055158,0.466037736
GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING,0.654341164,0.574842767,0.654545455,0.572327044
GO_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS,0.674157303,0.550314465,0.697037794,0.622012579
GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,0.899897855,0.650314465,0.978243105,0.618867925
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,0.737997957,0.51509434,0.701225741,0.513836478
GO_ONE_CARBON_METABOLIC_PROCESS,0.681818182,0.577358491,0.681001021,0.486163522
GO_TRANSEPITHELIAL_TRANSPORT,0.690806946,0.522012579,0.69938713,0.460377358
GO_VACUOLAR_ACIDIFICATION,0.628600613,0.427672956,0.628600613,0.426415094
GO_CELL_DIFFERENTIATION_IN_HINDBRAIN,0.753115424,0.628930818,0.743615935,0.537735849
GO_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,0.794075587,0.463522013,0.845045965,0.472955975
GO_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,0.675076609,0.431446541,0.666700715,0.413836478
GO_NEGATIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,0.883963228,0.558490566,0.919509704,0.581761006
GO_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY,0.628498468,0.604402516,0.607048008,0.590566038
GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,0.666087845,0.49245283,0.667313585,0.511320755
GO_GLYCOPROTEIN_CATABOLIC_PROCESS,0.67711951,0.596226415,0.676506639,0.557232704
GO_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS,0.658426966,0.466666667,0.659244127,0.46918239
GO_RENAL_WATER_HOMEOSTASIS,0.780898876,0.574842767,0.802247191,0.460377358
GO_REGULATION_OF_DNA_METHYLATION,0.668335036,0.472955975,0.67814096,0.513207547
GO_HEART_VALVE_FORMATION,0.642288049,0.456603774,0.625944842,0.456603774
GO_MITOTIC_NUCLEAR_DIVISION,0.849744637,0.605660377,0.908580184,0.540251572
GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.785495403,0.583647799,0.788151175,0.58490566
GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS,0.7113381,0.467295597,0.736261491,0.486163522
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION,0.847191011,0.462264151,0.864759959,0.405660377
GO_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT,0.511235955,0.466666667,0.511235955,0.466666667
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,0.851787538,0.559119497,0.940755873,0.642767296
GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,0.761899898,0.687421384,0.800306435,0.614465409
GO_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY,0.586823289,0.465408805,0.587027579,0.403773585
GO_PALLIUM_DEVELOPMENT,0.866087845,0.621383648,0.929519918,0.594968553
GO_REGULATION_OF_RESPONSE_TO_STRESS,0.905413687,0.637735849,0.981103166,0.608805031
GO_CARDIAC_CELL_FATE_COMMITMENT,0.604290092,0.547798742,0.603677222,0.549056604
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,0.739632278,0.367295597,0.76700715,0.358490566
GO_MYOFIBRIL_ASSEMBLY,0.836772217,0.455974843,0.829213483,0.517610063
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS,0.818590398,0.588679245,0.871910112,0.573584906
GO_BLOOD_COAGULATION_INTRINSIC_PATHWAY,0.701327886,0.491194969,0.701634321,0.493710692
GO_GLOMERULUS_DEVELOPMENT,0.807150153,0.435220126,0.814606742,0.367295597
GO_TELOMERE_MAINTENANCE_VIA_RECOMBINATION,0.702145046,0.571069182,0.704698672,0.520125786
GO_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,0.677221655,0.599371069,0.664555669,0.613207547
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,0.812053115,0.585534591,0.791317671,0.511320755
GO_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS,0.628804903,0.60754717,0.639427988,0.540880503
GO_PHOSPHATE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.907252298,0.548427673,0.988151175,0.535849057
GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,0.837282942,0.527672956,0.884269663,0.474213836
GO_MITOCHONDRIAL_RNA_PROCESSING,0.56578141,0.449685535,0.56578141,0.449685535
GO_CELLULAR_LIPID_CATABOLIC_PROCESS,0.816547497,0.568553459,0.877221655,0.561006289
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,0.781818182,0.459748428,0.76700715,0.514465409
GO_POSITIVE_REGULATION_OF_HAIR_CYCLE,0.66721144,0.477987421,0.66762002,0.47672956
GO_SYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT,0.729315628,0.655345912,0.714606742,0.48427673
GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,0.748518897,0.479245283,0.741879469,0.510062893
GO_MULTICELLULAR_ORGANISM_GROWTH,0.819101124,0.47672956,0.870377937,0.450314465
GO_GRANULOCYTE_MIGRATION,0.81072523,0.472955975,0.841879469,0.381132075
GO_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.68845761,0.473584906,0.67671093,0.501257862
GO_NCRNA_METABOLIC_PROCESS,0.82226762,0.53081761,0.913993871,0.498742138
GO_PHOSPHATE_ION_TRANSPORT,0.716956078,0.686163522,0.712972421,0.690566038
GO_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY,0.746475996,0.54591195,0.79979571,0.516352201
